participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,check_practice.thisRepN,check_practice.thisTrialN,check_practice.thisN,check_practice.thisIndex,check_practice.ran,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,up,0,1.4012,0,0,0,2,1,neither,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,right,0,1.2146,0,1,1,1,1,spatial,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,left,0,1.1429,0,2,2,0,1,feature,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,up,0,1.2481,1,0,3,2,1,neither,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,right,0,1.1218,1,1,4,0,1,feature,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,right,0,1.0627,1,2,5,1,1,spatial,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,left,0,0.9849,2,0,6,1,1,spatial,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,up,0,1.1381,2,1,7,2,1,neither,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,right,0,1.6393,2,2,8,0,1,feature,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,left,0,0.801,0,0,0,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.8344,0,1,1,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,right,0,0.9826,0,2,2,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,2.552,1,0,3,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,2.7827,1,1,4,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,1.0815,1,2,5,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,1.5933,2,0,6,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.4872,2,1,7,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.6577,2,2,8,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.6162,3,0,9,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.4369,3,1,10,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,1.9027,3,2,11,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,m,,,,,,,,,0,0,0,0,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.8834,0,0,0,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,left,0,0.854,0,1,1,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.8853,0,2,2,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.0632,1,0,3,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,3.8162,1,1,4,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,1.05,1,2,5,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.2116,2,0,6,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.9155,2,1,7,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,right,0,0.9362,2,2,8,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.344,3,0,9,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,1.5405,3,1,10,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.8551,3,2,11,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,p,,,,,,,,,0,1,1,1,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,1.0284,0,0,0,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.4854,0,1,1,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.2795,0,2,2,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.2835,1,0,3,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,1.035,1,1,4,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.1346,1,2,5,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,0.966,2,0,6,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.121,2,1,7,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.8512,2,2,8,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.0024,3,0,9,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.0793,3,1,10,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.8107,3,2,11,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,p,,,,,,,,,1,0,2,1,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.6133,0,0,0,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,0.9821,0,1,1,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.7415,0,2,2,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.7741,1,0,3,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.1026,1,1,4,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,0.9854,1,2,5,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.6344,2,0,6,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.7344,2,1,7,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.0435,2,2,8,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,0.7763,3,0,9,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.1363,3,1,10,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.8715,3,2,11,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,m,,,,,,,,,1,1,3,0,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,1.1389,0,0,0,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,0.9944,0,1,1,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,right,0,1.8065,0,2,2,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.4913,1,0,3,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,2.354,1,1,4,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.8723,1,2,5,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.0963,2,0,6,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,1.1278,2,1,7,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,0.9966,2,2,8,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.2046,3,0,9,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.7177,3,1,10,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.7821,3,2,11,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,m,,,,,,,,,2,0,4,0,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.1675,0,0,0,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.7998,0,1,1,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,left,0,0.8127,0,2,2,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.7416,1,0,3,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.1107,1,1,4,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,0.9343,1,2,5,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.3176,2,0,6,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.6703,2,1,7,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.0519,2,2,8,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,0.9725,3,0,9,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.6694,3,1,10,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,2.332,3,2,11,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,p,,,,,,,,,2,1,5,1,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.0558,0,0,0,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.8178,0,1,1,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,0.9654,0,2,2,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.2139,1,0,3,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.173,1,1,4,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.7548,1,2,5,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.0616,2,0,6,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,right,0,1.6186,2,1,7,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.0395,2,2,8,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.0191,3,0,9,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,0.9753,3,1,10,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.9191,3,2,11,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,m,,,,,,,,,3,0,6,0,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,right,0,1.3921,0,0,0,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.0387,0,1,1,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,0.8877,0,2,2,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.7508,1,0,3,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.0194,1,1,4,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.4886,1,2,5,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,1.373,2,0,6,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,2.9147,2,1,7,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.524,2,2,8,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,1.3321,3,0,9,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,up,0,4.163,3,1,10,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,0.8016,3,2,11,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,p,,,,,,,,,3,1,7,1,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.0573,0,0,0,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,0.7741,0,1,1,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,1.0462,0,2,2,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.0745,1,0,3,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,0.8776,1,1,4,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,1.0899,1,2,5,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.7982,2,0,6,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.1696,2,1,7,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,left,0,2.222,2,2,8,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,up,0,8.7732,3,0,9,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.05,3,1,10,1,1,,,,,
