X Scale,Y Scale,diff_pTarget,diff_pProbe,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Ftrials.thisRepN,prac_Ftrials.thisTrialN,prac_Ftrials.thisN,prac_Ftrials.thisIndex,prac_Ftrials.ran,targetID,imFile,imFile2,corr,trial_type,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,diff_target,diff_probe,face_loop_set1.thisRepN,face_loop_set1.thisTrialN,face_loop_set1.thisN,face_loop_set1.thisIndex,face_loop_set1.ran,catch_target,catch_probe,same_target,same_probe,face_loop_set2.thisRepN,face_loop_set2.thisTrialN,face_loop_set2.thisN,face_loop_set2.thisIndex,face_loop_set2.ran,face_loop_set3.thisRepN,face_loop_set3.thisTrialN,face_loop_set3.thisN,face_loop_set3.thisIndex,face_loop_set3.ran
,,,,0,d,1,0.6476,0,10,10,10,1,104,catch_target,catch_probe,d,c,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,Stimuli/Faces/CM0041_1100.jpg,Stimuli/Faces/CF0050_1100.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,d,1,0.5924,0,11,11,11,1,103,catch_target,catch_probe,d,c,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,Stimuli/Faces/CF0035_1100.jpg,Stimuli/Faces/CF0031_1100.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,c,8.07,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,0,d,1,0.5067,,,,,,2,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0047_1100.jpg,Stimuli/Faces/CF0026_1110.jpg,0,0,0,2,1,,,,,,,,,,,,,,
,,,,0,d,1,0.4946,,,,,,14,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0008_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,0,1,1,14,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5211,,,,,,7,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0044_1100.jpg,Stimuli/Faces/CF0021_1100.jpg,0,2,2,7,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5901,,,,,,8,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0007_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,0,3,3,8,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5201,,,,,,10,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CF0032_1100.jpg,0,4,4,10,1,,,,,,,,,,,,,,
,,,,0,d,1,0.4951,,,,,,5,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0028_1100.jpg,Stimuli/Faces/CM0044_1100.jpg,0,5,5,5,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5023,,,,,,11,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0011_1100.jpg,Stimuli/Faces/CM0046_1100.jpg,0,6,6,11,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5023,,,,,,35,catch_target,catch_probe,d,c,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,7,7,35,1,Stimuli/Faces/CM0029_1100.jpg,Stimuli/Faces/CM0025_1100.jpg,,,,,,,,,,,,
,,,,0,s,1,0.3605,,,,,,27,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,8,8,27,1,,,Stimuli/Faces/CF0026_1110.jpg,Stimuli/Faces/CF0026_1110.jpg,,,,,,,,,,
,,,,0,d,1,0.6156,,,,,,9,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0008_1100.jpg,Stimuli/Faces/CF0010_1100.jpg,0,9,9,9,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5985,,,,,,3,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0048_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,0,10,10,3,1,,,,,,,,,,,,,,
,,,,0,d,0,1.2562,,,,,,20,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,11,11,20,1,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,,,,,,,,,,
,,,,0,d,1,0.6921,,,,,,34,catch_target,catch_probe,d,c,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,12,12,34,1,Stimuli/Faces/CM0047_1100.jpg,Stimuli/Faces/CM0009_1100.jpg,,,,,,,,,,,,
,,,,0,s,1,0.5797,,,,,,17,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,13,13,17,1,,,Stimuli/Faces/CF0021_1100.jpg,Stimuli/Faces/CF0021_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.8681,,,,,,21,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,14,14,21,1,,,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.5549,,,,,,31,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,15,15,31,1,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CF0032_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.677,,,,,,16,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,16,16,16,1,,,Stimuli/Faces/CM0044_1100.jpg,Stimuli/Faces/CM0044_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.4814,,,,,,26,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,17,17,26,1,,,Stimuli/Faces/CM0046_1100.jpg,Stimuli/Faces/CM0046_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.5544,,,,,,24,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,18,18,24,1,,,Stimuli/Faces/CF0010_1100.jpg,Stimuli/Faces/CF0010_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.4861,,,,,,33,catch_target,catch_probe,s,c,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,19,19,33,1,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,0.4888,,,,,,13,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CM0050_1100.jpg,0,20,20,13,1,,,,,,,,,,,,,,
,,,,0,d,1,0.7111,,,,,,0,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0046_1100.jpg,Stimuli/Faces/CM0047_1100.jpg,0,21,21,0,1,,,,,,,,,,,,,,
,,,,0,s,1,0.5577,,,,,,25,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,22,22,25,1,,,Stimuli/Faces/CM0040_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.4476,,,,,,19,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,23,23,19,1,,,Stimuli/Faces/CM0050_1100.jpg,Stimuli/Faces/CM0050_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.4846,,,,,,23,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,24,24,23,1,,,Stimuli/Faces/CM0047_1100.jpg,Stimuli/Faces/CM0047_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.6907,,,,,,30,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,25,25,30,1,,,Stimuli/Faces/CM0045_1100.jpg,Stimuli/Faces/CM0045_1100.jpg,,,,,,,,,,
,,,,0,d,1,0.5501,,,,,,4,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0020_1100.jpg,Stimuli/Faces/CM0045_1100.jpg,0,26,26,4,1,,,,,,,,,,,,,,
,,,,0,d,1,0.6397,,,,,,12,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,0,27,27,12,1,,,,,,,,,,,,,,
,,,,0,s,1,0.5176,,,,,,18,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,28,28,18,1,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,,,,,,,,,,
,,,,0,d,1,0.5831,,,,,,1,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0010_1100.jpg,Stimuli/Faces/CF0055_1100.jpg,0,29,29,1,1,,,,,,,,,,,,,,
,,,,0,s,1,0.7481,,,,,,29,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,30,30,29,1,,,Stimuli/Faces/CF0055_1100.jpg,Stimuli/Faces/CF0055_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.5347,,,,,,22,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,31,31,22,1,,,Stimuli/Faces/CM0028_1100.jpg,Stimuli/Faces/CM0028_1100.jpg,,,,,,,,,,
,,,,0,d,1,0.6848,,,,,,15,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0039_3300.jpg,Stimuli/Faces/CM0028_1100.jpg,0,32,32,15,1,,,,,,,,,,,,,,
,,,,0,s,1,0.7132,,,,,,32,catch_target,catch_probe,s,c,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,33,33,32,1,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CM0029_2200.jpg,,,,,,,,,,,,
,,,,0,s,1,0.517,,,,,,28,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,34,34,28,1,,,Stimuli/Faces/CM0015_1100.jpg,Stimuli/Faces/CM0015_1100.jpg,,,,,,,,,,
,,,,0,d,1,0.4904,,,,,,6,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0046_1100.jpg,Stimuli/Faces/CM0015_1100.jpg,0,35,35,6,1,,,,,,,,,,,,,,
,,,,0,s,0,1.416,,,,,,71,catch_target,catch_probe,d,c,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0008_1100.jpg,Stimuli/Faces/CF0058_1100.jpg,,,0,0,0,35,1,,,,,
,,,,0,s,1,0.49,,,,,,61,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0040_1110.jpg,Stimuli/Faces/CF0040_1110.jpg,0,1,1,25,1,,,,,
,,,,0,d,1,0.5194,,,,,,36,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CF0040_1110.jpg,,,,,,,,,,0,2,2,0,1,,,,,
,,,,0,d,1,0.9392,,,,,,48,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CM0029_1100.jpg,,,,,,,,,,0,3,3,12,1,,,,,
,,,,0,d,0,0.9713,,,,,,63,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0029_1100.jpg,Stimuli/Faces/CM0029_1100.jpg,0,4,4,27,1,,,,,
,,,,0,d,1,0.6236,,,,,,42,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0058_1100.jpg,Stimuli/Faces/CM0008_1100.jpg,,,,,,,,,,0,5,5,6,1,,,,,
,,,,0,s,1,0.4039,,,,,,54,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0008_1100.jpg,Stimuli/Faces/CM0008_1100.jpg,0,6,6,18,1,,,,,
,,,,0,s,1,0.5863,,,,,,66,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0005_1100.jpg,Stimuli/Faces/CM0005_1100.jpg,0,7,7,30,1,,,,,
,,,,0,d,1,0.4404,,,,,,43,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0035_1100.jpg,Stimuli/Faces/CM0005_1100.jpg,,,,,,,,,,0,8,8,7,1,,,,,
,,,,0,s,1,0.5555,,,,,,64,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0057_1100.jpg,Stimuli/Faces/CF0057_1100.jpg,0,9,9,28,1,,,,,
,,,,0,s,0,0.5475,,,,,,38,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0040_1110.jpg,Stimuli/Faces/CF0057_1100.jpg,,,,,,,,,,0,10,10,2,1,,,,,
,,,,0,d,0,0.6657,,,,,,65,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0022_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,0,11,11,29,1,,,,,
,,,,0,s,1,0.4993,,,,,,69,catch_target,catch_probe,s,c,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0046_1100.jpg,Stimuli/Faces/CF0046_1100.jpg,,,0,12,12,33,1,,,,,
,,,,0,d,1,0.5182,,,,,,39,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0045_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,,,,,,,,,,0,13,13,3,1,,,,,
,,,,0,s,0,0.8767,,,,,,47,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0050_1100.jpg,Stimuli/Faces/CF0052_1100.jpg,,,,,,,,,,0,14,14,11,1,,,,,
,,,,0,d,1,1.1846,,,,,,50,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0026_1110.jpg,Stimuli/Faces/CM0039_3300.jpg,,,,,,,,,,0,15,15,14,1,,,,,
,,,,0,s,1,0.4913,,,,,,68,catch_target,catch_probe,s,c,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0050_1100.jpg,Stimuli/Faces/CF0050_1100.jpg,,,0,16,16,32,1,,,,,
,,,,0,d,1,0.8262,,,,,,46,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0015_1100.jpg,Stimuli/Faces/CF0007_1100.jpg,,,,,,,,,,0,17,17,10,1,,,,,
,,,,0,d,1,0.6359,,,,,,49,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0031_1100.jpg,Stimuli/Faces/CM0025_1100.jpg,,,,,,,,,,0,18,18,13,1,,,,,
,,,,0,s,1,0.548,,,,,,56,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0052_1100.jpg,Stimuli/Faces/CF0052_1100.jpg,0,19,19,20,1,,,,,
,,,,0,d,1,0.8202,,,,,,40,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0040_1100.jpg,Stimuli/Faces/CM0030_1100.jpg,,,,,,,,,,0,20,20,4,1,,,,,
,,,,0,s,1,0.5683,,,,,,52,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0039_3300.jpg,Stimuli/Faces/CM0039_3300.jpg,0,21,21,16,1,,,,,
,,,,0,d,1,0.6012,,,,,,44,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0057_1100.jpg,Stimuli/Faces/CF0035_1100.jpg,,,,,,,,,,0,22,22,8,1,,,,,
,,,,0,s,1,0.6418,,,,,,53,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0007_1100.jpg,Stimuli/Faces/CF0007_1100.jpg,0,23,23,17,1,,,,,
,,,,0,d,1,1.4196,,,,,,70,catch_target,catch_probe,d,c,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0041_1100.jpg,Stimuli/Faces/CM0028_1100.jpg,,,0,24,24,34,1,,,,,
,,,,0,s,1,0.4438,,,,,,58,same_face,same_face,s,s,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0025_1100.jpg,Stimuli/Faces/CM0025_1100.jpg,0,25,25,22,1,,,,,
,,,,0,d,1,0.7367,,,,,,51,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0012_3320.jpg,Stimuli/Faces/CF0031_1100.jpg,,,,,,,,,,0,26,26,15,1,,,,,
,,,,0,d,1,0.6345,,,,,,37,rand_face,rand_face,d,d,KT,,1,0.05,0.05,2023-04-26_11h03.45.004,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0041_1100.jpg,Stimuli/Faces/CM0029_2200.jpg,,,,,,,,,,0,27,27,1,1,,,,,
