X Scale,Y Scale,Pimage1,Pimage2,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Wtrials.thisRepN,prac_Wtrials.thisTrialN,prac_Wtrials.thisN,prac_Wtrials.thisIndex,prac_Wtrials.ran,trialID,imFile,imFile2,corr,diff,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,catch_target,catch_probe,image1,image2,corr_acc,word_loop_set1.thisRepN,word_loop_set1.thisTrialN,word_loop_set1.thisN,word_loop_set1.thisIndex,word_loop_set1.ran,key_resp_3.keys,key_resp_3.rt,word_loop_set2.thisRepN,word_loop_set2.thisTrialN,word_loop_set2.thisN,word_loop_set2.thisIndex,word_loop_set2.ran,word_loop_set3.thisRepN,word_loop_set3.thisTrialN,word_loop_set3.thisN,word_loop_set3.thisIndex,word_loop_set3.ran
,,,,0,d,1,1.7509,,,,,,93,Stimuli/Words/word12.jpg,Stimuli/Words/word11.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word18.jpg,Stimuli/Words/word17.jpg,d,0,13,13,13,1,,,,,,,,,,,,
,,,,0,s,1,0.3875,,,,,,45,Stimuli/Words/word42.jpg,Stimuli/Words/word42.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word26.jpg,Stimuli/Words/word26.jpg,s,0,14,14,14,1,,,,,,,,,,,,
,,,,0,d,1,0.7339,,,,,,117,CatchTrial,CatchTrial,c,CatchTrials,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Words/word33.jpg,Stimuli/Words/word34.jpg,Stimuli/Words/word33.jpg,Stimuli/Words/word34.jpg,d,0,15,15,15,1,,,,,,,,,,,,
,,,,0,d,1,0.9829,,,,,,32,Stimuli/Words/word09.jpg,Stimuli/Words/word09.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word48.jpg,Stimuli/Words/word47.jpg,d,0,16,16,16,1,,,,,,,,,,,,
,,,,0,d,1,0.6188,,,,,,33,Stimuli/Words/word10.jpg,Stimuli/Words/word10.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word47.jpg,Stimuli/Words/word48.jpg,d,0,17,17,17,1,,,,,,,,,,,,
,,,,0,d,0,1.1294,,,,,,12,Stimuli/Words/word29.jpg,Stimuli/Words/word29.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word29.jpg,Stimuli/Words/word29.jpg,s,0,18,18,18,1,,,,,,,,,,,,
,,,,0,d,1,0.7788,,,,,,76,Stimuli/Words/word35.jpg,Stimuli/Words/word36.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,d,0,19,19,19,1,,,,,,,,,,,,
,,,,0,s,1,0.5655,,,,,,22,Stimuli/Words/word39.jpg,Stimuli/Words/word39.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word49.jpg,Stimuli/Words/word49.jpg,s,0,20,20,20,1,,,,,,,,,,,,
,,,,0,d,1,1.0173,,,,,,52,Stimuli/Words/word49.jpg,Stimuli/Words/word49.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word07.jpg,Stimuli/Words/word08.jpg,d,0,21,21,21,1,,,,,,,,,,,,
,,,,0,s,1,1.0667,,,,,,97,Stimuli/Words/word16.jpg,Stimuli/Words/word15.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word12.jpg,Stimuli/Words/word12.jpg,s,0,22,22,22,1,,,,,,,,,,,,
,,,,0,d,0,0.6552,,,,,,25,Stimuli/Words/word54.jpg,Stimuli/Words/word54.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,s,0,23,23,23,1,,,,,,,,,,,,
,,,,0,s,0,0.588,,,,,,61,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word40.jpg,Stimuli/Words/word39.jpg,d,0,24,24,24,1,,,,,,,,,,,,
,,,,0,s,1,0.6757,,,,,,9,Stimuli/Words/word26.jpg,Stimuli/Words/word26.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word10.jpg,Stimuli/Words/word10.jpg,s,0,25,25,25,1,,,,,,,,,,,,
,,,,0,s,1,1.0337,,,,,,71,Stimuli/Words/word30.jpg,Stimuli/Words/word29.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word44.jpg,Stimuli/Words/word44.jpg,s,0,26,26,26,1,,,,,,,,,,,,
,,,,0,d,1,0.6699,,,,,,8,Stimuli/Words/word25.jpg,Stimuli/Words/word25.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word20.jpg,Stimuli/Words/word19.jpg,d,0,27,27,27,1,,,,,,,,,,,,
,,,,0,s,0,0.6513,,,,,,111,Stimuli/Words/word50.jpg,Stimuli/Words/word49.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word16.jpg,Stimuli/Words/word15.jpg,d,0,28,28,28,1,,,,,,,,,,,,
,,,,0,d,1,0.6507,,,,,,70,Stimuli/Words/word29.jpg,Stimuli/Words/word30.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word35.jpg,Stimuli/Words/word36.jpg,d,0,29,29,29,1,,,,,,,,,,,,
,,,,0,d,1,0.5552,,,,,,109,Stimuli/Words/word48.jpg,Stimuli/Words/word47.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word06.jpg,Stimuli/Words/word05.jpg,d,0,30,30,30,1,,,,,,,,,,,,
,,,,0,d,1,0.9136,,,,,,47,Stimuli/Words/word44.jpg,Stimuli/Words/word44.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word49.jpg,Stimuli/Words/word50.jpg,d,0,31,31,31,1,,,,,,,,,,,,
,,,,0,d,1,0.7661,,,,,,119,CatchTrial,CatchTrial,c,CatchTrials,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Words/word45.jpg,Stimuli/Words/word46.jpg,Stimuli/Words/word45.jpg,Stimuli/Words/word46.jpg,d,0,32,32,32,1,,,,,,,,,,,,
,,,,0,d,1,0.8029,,,,,,60,Stimuli/Words/word07.jpg,Stimuli/Words/word08.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word50.jpg,Stimuli/Words/word49.jpg,d,0,33,33,33,1,,,,,,,,,,,,
,,,,0,d,1,0.7015,,,,,,26,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word03.jpg,Stimuli/Words/word04.jpg,d,0,34,34,34,1,,,,,,,,,,,,
,,,,0,s,1,0.5695,,,,,,108,Stimuli/Words/word47.jpg,Stimuli/Words/word48.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word09.jpg,Stimuli/Words/word09.jpg,s,0,35,35,35,1,,,,,,,,,,,,
,,,,0,d,1,0.7148,,,,,,113,Stimuli/Words/word52.jpg,Stimuli/Words/word51.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word52.jpg,Stimuli/Words/word51.jpg,d,,,,,,space,37.4497,0,0,0,0,1,,,,,
,,,,0,d,1,0.7459,,,,,,19,Stimuli/Words/word36.jpg,Stimuli/Words/word36.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word37.jpg,Stimuli/Words/word38.jpg,d,,,,,,,,0,1,1,1,1,,,,,
,,,,0,d,1,0.9646,,,,,,37,Stimuli/Words/word14.jpg,Stimuli/Words/word14.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word55.jpg,Stimuli/Words/word56.jpg,d,,,,,,,,0,2,2,2,1,,,,,
,,,,0,d,0,0.602,,,,,,84,Stimuli/Words/word55.jpg,Stimuli/Words/word56.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word07.jpg,Stimuli/Words/word07.jpg,s,,,,,,,,0,3,3,3,1,,,,,
,,,,0,s,1,0.4775,,,,,,23,Stimuli/Words/word40.jpg,Stimuli/Words/word40.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word56.jpg,Stimuli/Words/word56.jpg,s,,,,,,,,0,4,4,4,1,,,,,
,,,,0,s,1,0.4878,,,,,,48,Stimuli/Words/word45.jpg,Stimuli/Words/word45.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word15.jpg,Stimuli/Words/word15.jpg,s,,,,,,,,0,5,5,5,1,,,,,
,,,,0,s,1,0.6606,,,,,,82,Stimuli/Words/word53.jpg,Stimuli/Words/word54.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word19.jpg,Stimuli/Words/word19.jpg,s,,,,,,,,0,6,6,6,1,,,,,
,,,,0,d,1,0.7655,,,,,,21,Stimuli/Words/word38.jpg,Stimuli/Words/word38.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word39.jpg,Stimuli/Words/word40.jpg,d,,,,,,,,0,7,7,7,1,,,,,
,,,,0,s,1,0.3679,,,,,,105,Stimuli/Words/word44.jpg,Stimuli/Words/word43.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word20.jpg,Stimuli/Words/word20.jpg,s,,,,,,,,0,8,8,8,1,,,,,
